miete,mieteqm,flaeche,bjahr,bad,kueche,lage,zh,bezv,bez
649.1,11.80182,55,1970,0,0,1,1,624,6
818,7.574074,108,1939,0,0,2,1,231,2
1243.7,13.81889,90,1918,0,0,1,1,543,5
712.5,12.28448,58,1918,0,0,1,0,532,5
757.1,10.81571,70,1929,0,0,2,0,232,2
502.6,12.88718,39,1970,0,0,1,1,724,7
1201.8,19.07619,63,1992,0,1,1,1,622,6
522.9,10.89375,48,1918,0,0,1,1,521,5
653.4,9.334286,70,1918,0,1,2,1,232,2
1057.2,17.33115,61,1918,0,0,2,1,543,5
2845.5,18.47727,154,1994,0,1,1,1,1342,13
650.2,5.51017,118,1918,0,0,1,1,1375,14
742.5,10.03378,74,1918,0,0,2,1,531,5
668.5,12.15455,55,1934,0,0,2,1,1615,16
698.9,12.70727,55,1962,0,0,1,1,1404,14
1242.6,15.34074,81,1969,0,0,1,1,1641,16
1480.2,18.97692,78,1929,0,0,1,1,261,3
1542.3,16.76413,92,1918,0,0,2,1,813,8
874.2,10.53253,83,1972,0,0,1,1,2134,21
528.7,6.692405,79,1929,0,0,1,0,2513,25
796.8,9.485714,84,1962,0,0,2,1,2524,25
774.4,7.744,100,1918,0,0,2,1,531,5
847.1,11.14605,76,1954,0,0,2,1,113,1
543.7,12.08222,45,1918,0,0,2,0,383,4
2304.1,21.94381,105,1918,1,0,2,1,153,2
896.3,17.23654,52,1918,0,1,1,1,163,2
999.5,26.30263,38,1989,0,0,2,1,113,1
1021.9,17.03167,60,1981,0,0,2,1,163,2
1149,9.991304,115,1918,0,0,2,1,153,2
1379.5,12.10088,114,1918,0,0,1,1,163,2
945.6,21.01333,45,1983,0,0,2,1,531,5
680.1,8.60886,79,1957,0,0,1,1,422,4
385.7,8.571112,45,1958,0,0,1,1,1132,11
326.1,4.348,75,1978,0,0,1,1,1132,11
1034.4,13.09367,79,1962,0,0,1,1,1133,11
613.2,8.516666,72,1972,0,0,1,1,1123,11
367.4,13.12143,28,1957.5,0,0,1,1,1712,17
1058.4,12.75181,83,1937,0,0,2,1,1854,19
899,10.70238,84,1939,1,0,1,1,1714,17
908.5,25.95714,35,1986,0,0,1,1,1636,16
840.7,17.51458,48,1960,0,0,1,1,1713,17
1193.9,12.83764,93,1941,0,0,1,1,734,7
1191.1,19.85167,60,1972,0,0,1,1,2024,20
555.8,8.684375,64,1965,0,0,1,1,1944,19
605.5,11.21296,54,1975,0,0,1,1,2024,20
1105.2,19.05517,58,1972,0,0,1,1,2421,24
619.1,9.826983,63,1939,0,0,1,1,1375,14
950.1,12.02658,79,1956,0,0,1,1,1832,18
540.2,11.25417,48,1960,0,0,1,1,1363,14
814.9,12.53692,65,1967,0,0,1,1,822,8
1293.6,17.248,75,1918,0,0,2,1,944,9
713.2,18.76842,38,1959,0,0,1,1,951,10
556.5,16.36765,34,1918,0,0,2,0,943,9
356.3,8.907499,40,1918,0,0,1,1,962,10
829.2,14.05424,59,1918,0,1,1,1,816,8
876.5,13.48462,65,1960,0,0,1,1,951,10
661.5,11.8125,56,1967,0,0,1,1,1406,14
1637.2,18.39551,89,1983,0,0,2,1,413,4
704,6.458715,109,1929,0,0,2,1,914,9
678.7,6.787,100,1939,0,0,1,1,522,5
1066.7,14.03553,76,1929,1,0,1,1,1812,18
523.9,16.37188,32,1967,0,0,1,1,1812,18
1596.9,16.2949,98,1955,0,0,1,1,927,9
1064.4,10.23462,104,1929,0,0,3,1,912,9
1280.9,11.64455,110,1918,0,0,3,1,925,9
442.8,9.421276,47,1924,0,0,1,1,916,9
1947,14.31618,136,1918,0,0,2,1,412,4
894.1,13.54697,66,1964,0,0,1,1,1132,11
1036.2,14.39167,72,1954,0,0,2,1,961,10
644.7,7.163333,90,1918,0,0,2,0,411,4
662.5,15.40698,43,1965,0,0,2,1,1241,12
614.8,19.2125,32,1957.5,0,0,2,1,1243,12
660,18.85714,35,1994.5,0,0,1,1,1924,19
1137.3,16.24714,70,1987,0,0,1,1,1515,15
1140.4,12.13192,94,1918,1,0,2,1,543,5
980.3,16.33833,60,1929,0,0,1,1,624,6
969,13.84286,70,1918,0,0,2,1,532,5
983,11.29885,87,1918,0,0,2,1,413,4
554.6,7.020253,79,1972,0,0,1,1,1321,13
772.3,11.52687,67,1985,0,0,2,1,1346,13
695.4,19.31667,36,1959,0,0,2,1,232,2
622.6,8.647222,72,1953,0,0,2,0,522,5
979.2,14.4,68,1979,0,0,1,1,1611,16
761.2,13.84,55,1929,0,0,1,1,1514,15
670.8,11.56552,58,1957.5,0,0,1,1,1641,16
1559,20.78667,75,1935,0,0,1,1,1402,14
816.6,9.721428,84,1918,0,0,2,0,532,5
795,14.19643,56,1971,0,0,1,1,1402,14
1271.1,17.41233,73,1971,0,0,1,1,1642,16
1110,19.13793,58,1984,0,0,1,1,1401,14
652.1,17.16053,38,1972,0,1,1,1,422,4
464,6.444445,72,1957.5,0,0,2,0,350,4
580.5,8.413043,69,1957.5,0,0,2,1,381,4
802.4,8.72174,92,1957.5,0,0,1,1,152,2
1128.6,14.46923,78,1957.5,0,0,2,1,152,2
978.2,13.4,73,1957.5,0,0,2,1,153,2
999.8,11.49195,87,1971,0,0,1,1,1012,10
593,10.78182,55,1936,0,0,1,1,2524,25
607.9,8.214865,74,1955,0,0,1,1,963,10
852.5,9.266304,92,1972,0,0,1,1,2514,25
754.9,17.55581,43,1939,0,0,2,1,411,4
826.6,12.52424,66,1918,0,0,1,1,261,3
978.8,9.233962,106,1918,0,0,2,1,941,9
907.8,10.80714,84,1962,0,0,1,1,951,10
1127.8,9.892982,114,1929,0,0,1,1,914,9
681.2,8.622785,79,1972,0,0,1,1,2514,25
712.8,18.75789,38,1988,0,0,1,1,2524,25
393.9,9.378572,42,1952,0,0,1,0,623,6
425.7,7.215254,59,1918,0,0,1,0,623,6
630.2,6.776344,93,1939,0,0,1,0,611,6
933.7,21.22046,44,1939,0,0,1,1,623,6
612.4,5.888462,104,1918,0,0,1,1,623,6
722.9,12.04833,60,1957.5,0,0,1,1,624,6
888.8,16.16,55,1918,0,0,1,0,623,6
1114.8,15.27123,73,1961,0,0,1,1,611,6
307.6,4.394286,70,1931,0,0,1,0,623,6
498.4,15.10303,33,1972,0,0,1,1,723,7
1013.6,14.48,70,1964,0,0,2,1,712,7
672.6,10.19091,66,1965,0,0,2,1,611,6
662.7,11.62632,57,1964,0,0,2,1,711,7
466.6,17.94615,26,1962,0,0,1,1,2135,21
624.2,17.83429,35,1972,0,0,1,1,2131,21
586.9,13.97381,42,1957.5,0,0,1,1,1025,10
731.7,13.30364,55,1918,0,0,3,1,925,9
815.1,11.81304,69,1965,0,0,1,1,1122,11
876.9,9.964773,88,1957,0,0,1,1,424,4
730.5,13.28182,55,1971,0,0,1,1,1025,10
775.4,11.92923,65,1960,0,0,1,1,1132,11
1180.5,15.13461,78,1955,0,0,2,1,426,4
1597,19.9625,80,1954,1,0,2,1,426,4
1067.8,9.887037,108,1924,0,0,2,1,1243,12
597.1,19.90333,30,1972,0,0,2,1,2134,21
332,7.72093,43,1918,0,0,1,0,2526,25
407.8,5.0975,80,1929,0,0,1,0,2513,25
612.3,9.004412,68,1918,0,0,1,0,1811,18
1130.3,12.55889,90,1963,0,0,1,1,1811,18
1576.2,17.13261,92,1966,0,0,1,1,1822,18
1219.3,12.44184,98,1962,1,0,1,1,1812,18
1008.3,19.02453,53,1983,0,0,3,1,1851,19
774.6,13.12881,59,1968,0,0,2,1,1852,19
714.3,17.8575,40,1958,0,0,1,1,1841,18
1057.5,16.26923,65,1939,0,0,2,1,1831,18
1152.9,23.058,50,1990,0,0,2,1,1634,16
688.1,16.00233,43,1983,0,0,1,1,1646,16
696.7,19.90571,35,1970,0,0,1,1,2033,20
574,15.51351,37,1968,0,0,1,1,1404,14
951,12.19231,78,1968,0,0,1,1,1641,16
1002.4,8.567522,117,1957.5,0,0,2,1,360,4
1245.3,11.32091,110,1929,0,0,2,0,360,4
776.5,16.17708,48,1957.5,0,0,2,1,372,4
2302,15.34667,150,1918,1,0,2,1,372,4
568.6,6.461363,88,1929,0,0,1,1,822,8
670.9,12.42407,54,1956,0,0,1,1,2513,25
576.4,10.87547,53,1963,0,0,1,1,2522,25
859.4,15.91481,54,1967,0,0,2,1,2526,25
1184.2,16.22192,73,1939,0,0,2,1,926,9
1390.9,16.75783,83,1935,0,0,2,1,925,9
710.4,18.69474,38,1971,0,0,2,1,426,4
528.5,7.65942,69,1955,0,0,2,1,2523,25
628.1,14.60698,43,1956,0,0,2,1,1812,18
853.1,16.40577,52,1929,0,0,1,1,816,8
1324.7,18.92429,70,1984,0,0,2,1,372,4
785.6,8.447311,93,1918,0,0,2,0,274,3
897.1,16.61296,54,1957.5,0,0,2,1,350,4
691.4,7.856819,88,1934,0,0,2,1,1372,14
1593.6,19.2,83,1986,0,1,2,1,2135,21
1372.6,19.06389,72,1972,0,0,1,1,1114,11
543.3,18.11,30,1973,0,0,1,1,2024,20
1018.8,14.15,72,1972,1,0,2,1,1333,13
1530.3,20.96301,73,1972,0,0,2,1,2033,20
1522,13.83636,110,1983,0,0,2,1,532,5
575.5,17.43939,33,1962,0,0,1,1,1122,11
1069.2,18.43448,58,1962,0,0,1,1,1122,11
1165.1,14.56375,80,1972,0,0,2,1,350,4
645.8,9.095775,71,1972,0,0,1,1,1132,11
415.8,5.471053,76,1918,0,0,2,0,561,6
544.7,13.6175,40,1962,0,0,1,1,2513,25
541.1,18.03666,30,1958,0,0,2,1,2525,25
740.2,23.13125,32,1972,0,0,1,1,1942,19
709.9,14.48776,49,1994,0,0,2,1,1934,19
1039.9,12.37976,84,1970,0,0,1,1,1363,14
898,16.32727,55,1962,0,0,1,1,1406,14
643.1,27.96087,23,1973,0,0,1,1,1401,14
609.2,11.71538,52,1968,0,0,1,1,1641,16
1002.9,9.551429,105,1918,0,0,1,1,252,3
1227.3,8.34898,147,1918,0,0,1,0,623,6
1285.6,11.17913,115,1929,0,0,2,1,913,9
1251.1,14.89405,84,1986,0,0,1,1,611,6
926.4,16.54286,56,1973,0,1,1,1,711,7
763,14.12963,54,1962,0,0,2,1,724,7
368.7,4.726923,78,1939,0,0,1,1,611,6
503.6,10.71489,47,1959,0,0,1,1,723,7
685.3,9.79,70,1957.5,0,0,2,1,1615,16
624.9,11.36182,55,1962,0,0,1,1,1406,14
569.7,10.74906,53,1968,0,0,1,1,1641,16
1571.4,16.2,97,1994.5,0,0,1,1,1406,14
809.6,10.12,80,1963,0,0,1,1,1402,14
672.7,11.21167,60,1983,0,0,1,1,1644,16
792.2,12.18769,65,1963,0,0,2,1,563,6
874.5,14.33607,61,1954,0,0,1,1,1821,18
1675.1,22.33467,75,1993,0,1,2,1,1407,14
819.4,16.72245,49,1983,0,0,2,1,1642,16
1322.2,20.34154,65,1993,0,1,1,1,1312,13
867.7,10.84625,80,1973,0,0,1,1,2024,20
1225.8,23.57308,52,1994,0,0,2,1,1653,17
777.5,14.95192,52,1957.5,0,0,2,1,415,4
674.8,15.69302,43,1955,0,0,2,1,414,4
872.5,20.2907,43,1971,0,0,2,1,415,4
902.4,12.032,75,1957.5,0,0,2,1,415,4
1776.9,11.10563,160,1918,0,0,2,1,1243,12
487.4,12.82632,38,1962,0,0,1,1,2522,25
795.5,21.5,37,1959,0,0,2,1,350,4
971.8,17.35357,56,1918,0,0,2,1,1912,19
572.4,8.94375,64,1952,0,0,1,1,1921,19
940.1,16.49298,57,1986,0,0,1,1,2024,20
1024.2,12.8025,80,1918,0,0,1,1,734,7
460.3,7.671667,60,1954,0,0,1,1,734,7
207.5,6.916667,30,1918,0,0,2,0,2025,20
1213.1,21.6625,56,1973,0,0,2,1,734,7
1085.7,18.095,60,1983,0,0,1,1,1911,19
867.5,12.39286,70,1968,0,0,1,1,1942,19
673.4,9.1,74,1968,0,0,1,1,1921,19
915.4,21.28837,43,1983,0,0,1,1,1924,19
1062,11.17895,95,1964,0,0,1,1,1342,13
1300.8,24.08889,54,1966,0,0,1,1,1541,15
1034.7,13.09747,79,1972,0,0,2,1,2033,20
1043,9.657408,108,1957.5,0,0,1,1,2121,21
727.3,10.39,70,1929,0,0,1,1,1924,19
585.5,18.29688,32,1974,0,0,1,1,1921,19
860.4,9.56,90,1961,0,0,1,1,432,4
392.4,7.848,50,1918,0,0,1,0,611,6
1687.5,16.875,100,1968,0,0,3,1,1955,20
1548.5,15.485,100,1918,0,0,2,1,153,2
1461.6,14.91429,98,1955,0,0,1,1,163,2
1105.8,11.76383,94,1918,0,0,2,1,153,2
909.7,13.37794,68,1973,0,0,1,1,2221,22
1333.6,22.22667,60,1994.5,0,0,1,1,2221,22
1034.4,12.31429,84,1973,0,0,1,1,2221,22
808,11.54286,70,1971,1,0,1,1,2221,22
796.9,10.62533,75,1968,0,0,1,1,2221,22
506.8,17.47586,29,1967,0,0,1,1,711,7
1016.1,8.835652,115,1918,0,0,1,0,624,6
297.1,6.752273,44,1924,0,0,1,0,2522,25
1188.5,21.22322,56,1979,0,0,1,1,2024,20
812,10.82667,75,1957.5,0,0,1,1,623,6
1451.5,17.70122,82,1977,0,0,2,1,415,4
380.6,2.973438,128,1918,0,0,2,0,414,4
981.1,12.26375,80,1960,0,0,1,1,1516,15
395.7,9.651219,41,1955,0,0,1,1,1363,14
535.1,8.918333,60,1939,0,0,2,1,541,5
370.5,6.861111,54,1929,0,0,1,1,816,8
446.6,14.40645,31,1959,0,0,2,1,1243,12
966.4,16.10667,60,1918,0,0,1,1,822,8
1251,11.16964,112,1918,1,0,2,1,1244,12
911.6,13.21159,69,1972,0,0,1,1,1133,11
738.5,15.38542,48,1953,0,0,1,1,1236,12
933.7,6.865441,136,1918,0,0,2,1,372,4
455.1,15.17,30,1959,0,0,2,1,133,1
734.3,9.17875,80,1918,0,0,1,1,242,2
1000.3,15.38923,65,1929,0,0,2,0,210,2
614,8.186666,75,1957.5,0,0,2,0,231,2
1061.4,17.11936,62,1989,0,0,1,1,423,4
881.9,17.29216,51,1929,1,0,1,1,1833,18
974.5,16.51695,59,1918,0,1,1,1,563,6
399.1,5.869118,68,1957.5,0,0,1,1,1712,17
531.9,11.31702,47,1932,0,0,1,1,1812,18
1249.1,17.84429,70,1961,0,0,1,1,2528,25
554.4,16.8,33,1963,0,0,1,1,1621,16
1019.2,14.77101,69,1967,0,0,1,1,1934,19
890.6,15.35517,58,1939,0,0,2,1,232,2
885.4,15.81071,56,1970,0,0,1,1,1812,18
856.8,17.48571,49,1918,0,0,1,1,1811,18
1082.6,9.252992,117,1957.5,0,0,2,1,374,4
752.5,8.091398,93,1989,0,0,2,1,331,3
849.9,14.65345,58,1939,0,0,2,1,411,4
1036.8,15.95077,65,1982,0,1,2,1,731,7
991,14.79105,67,1918,0,0,3,1,912,9
565.2,15.7,36,1970,0,0,2,1,734,7
829.3,16.26078,51,1971,0,0,1,1,734,7
1099.2,15.26667,72,1959,0,0,1,1,1833,18
598,8.925373,67,1962,0,0,2,1,1832,18
887.5,23.35526,38,1956,0,0,1,1,623,6
303.4,5.417857,56,1930,0,0,2,0,1615,16
592.6,10.77454,55,1918,0,0,2,1,242,2
260.1,8.67,30,1918,0,0,2,1,561,6
1234.1,16.23816,76,1918,0,0,1,1,543,5
1941.2,17.64727,110,1929,0,0,2,1,232,2
546.6,7.808571,70,1918,0,0,2,0,372,4
1161,11.96907,97,1973,0,0,1,1,2024,20
764.3,9.55375,80,1929,0,0,1,1,261,3
848.3,14.13833,60,1968,0,0,1,1,1112,11
922.3,12.80972,72,1965,0,0,1,1,1911,19
2960,23.49206,126,1996,1,0,2,1,1334,13
896.2,13.78769,65,1936,0,0,3,1,372,4
1019,13.58667,75,1974,0,0,2,1,1533,15
860.4,14.10492,61,1967,0,0,1,1,1341,13
542.9,11.31042,48,1972,0,0,1,1,1345,13
1201.3,24.026,50,1989,0,0,1,1,1515,15
592.9,21.175,28,1974,0,0,1,1,1512,15
784.6,14.26545,55,1939,0,0,1,1,1516,15
245.7,2.233636,110,1918,0,0,2,0,210,2
1456.3,21.1058,69,1997,0,0,1,1,1013,10
912.4,10.99277,83,1957.5,0,0,1,1,1025,10
1018,11.70115,87,1971,0,0,1,1,1012,10
1371.1,11.42583,120,1957.5,0,0,2,1,412,4
542.3,10.846,50,1963,0,0,1,1,1122,11
538.5,11.70652,46,1957.5,0,0,2,1,413,4
706,13.07407,54,1957,0,0,1,1,1241,12
595,14.875,40,1971,0,0,1,1,1012,10
1164.7,13.54302,86,1972,0,0,2,1,425,4
715.9,17.8975,40,1964,0,0,1,1,424,4
488.1,8.874545,55,1939,0,1,2,1,425,4
426,8.52,50,1957.5,0,0,2,1,350,4
984.2,13.66945,72,1959,0,0,1,1,422,4
462.3,23.115,20,1967,0,0,1,1,822,8
107.1,3.346875,32,1961,0,0,1,1,2524,25
747.4,8.897619,84,1972,0,0,2,1,2522,25
2098.1,18.40439,114,1931,1,1,2,1,1853,19
1466.3,16.29222,90,1971,0,0,1,1,1723,17
1648.7,23.22113,71,1994,0,0,2,1,1651,17
1162,10.66055,109,1918,0,0,2,1,151,2
596.6,9.943333,60,1929,0,0,2,0,383,4
550.1,8.872581,62,1918,0,0,1,1,2526,25
555.4,11.33469,49,1957.5,0,0,1,1,522,5
684,10.6875,64,1957,0,0,1,1,2523,25
1005.6,13.96667,72,1965,1,0,1,1,2221,22
999.6,13.50811,74,1971,0,0,2,1,2529,25
735.1,11.85645,62,1994.5,0,0,1,1,2132,21
746.9,16.975,44,1970,0,0,1,1,2134,21
564.8,16.13714,35,1966,0,0,2,1,2526,25
864.4,11.8411,73,1918,0,1,1,0,2131,21
613.6,9.739682,63,1939,0,0,2,1,2135,21
849.7,12.49559,68,1972,0,0,2,1,2135,21
1161.1,15.48133,75,1918,0,0,2,1,2134,21
1097.1,18.285,60,1957.5,0,0,2,1,360,4
584,23.36,25,1957.5,1,0,2,1,372,4
2214.9,19.26,115,1968,1,0,3,1,925,9
500,9.259259,54,1950,0,0,2,0,926,9
1075.1,16.28939,66,1957.5,0,0,1,1,2526,25
527.7,10.14808,52,1960,0,0,2,1,133,1
963.5,19.27,50,1929,0,0,2,0,210,2
607.4,9.490625,64,1957.5,0,0,2,0,321,3
1262.8,16.18974,78,1984,0,0,2,1,321,3
632.6,21.08667,30,1957.5,0,0,2,1,372,4
394.4,10.95555,36,1972,0,0,1,1,1342,13
1509.8,22.53433,67,1993,0,1,1,1,1312,13
1123,18.1129,62,1984,0,0,1,1,1712,17
911.8,18.236,50,1982,0,0,2,1,1634,16
216.9,3.442857,63,1938,0,0,1,0,1622,16
938.6,11.88101,79,1968,0,0,1,1,1641,16
1004.9,16.74833,60,1983,0,0,1,1,1611,16
866.9,10.97342,79,1918,0,0,2,1,1262,13
1090.9,8.391539,130,1957.5,1,0,1,1,282,3
337.7,7.853488,43,1918,0,0,2,1,813,8
1144.9,13.15977,87,1957.5,0,0,2,1,412,4
555.6,9.259999,60,1918,0,0,1,0,623,6
693.4,7.970115,87,1918,0,0,2,0,541,5
869.6,10.35238,84,1968,0,0,1,1,1342,13
779.5,12.37302,63,1994.5,0,0,1,1,1321,13
1309.7,9.355,140,1918,0,0,2,1,521,5
970.1,12.93467,75,1957.5,0,0,2,1,372,4
337.6,4.624658,73,1953,0,0,2,1,360,4
718.6,10.26571,70,1957.5,0,0,2,1,360,4
1172.2,18.31562,64,1960,0,0,2,1,943,9
870,19.77273,44,1973,0,0,1,1,711,7
839.3,14.9875,56,1918,0,0,2,0,423,4
863.7,5.758,150,1954,0,0,2,1,381,4
868.8,6.532331,133,1918,1,0,2,1,152,2
1359.7,22.66166,60,1918,0,0,2,1,413,4
965.8,14.85846,65,1960,0,0,2,1,411,4
525.2,15.91515,33,1994,0,0,1,1,2211,22
813.8,9.688095,84,1957,0,0,1,1,1371,14
858.6,11.00769,78,1929,0,0,1,1,1011,10
727.6,7.424489,98,1924,0,0,1,1,816,8
628.9,12.83469,49,1972,0,0,1,1,1934,19
1606.7,14.60636,110,1979,0,0,1,1,1957,20
1201.4,23.10385,52,1983,0,0,2,1,1927,19
1590.7,25.2492,63,1991,0,0,1,1,623,6
1157.9,15.43867,75,1957.5,0,0,1,1,822,8
294.6,4.208571,70,1957.5,0,0,2,0,350,4
776.9,12.94833,60,1957.5,0,0,2,1,350,4
1181.2,16.87428,70,1929,0,0,1,1,822,8
712.4,10.17714,70,1918,0,0,1,1,252,3
1347.9,16.84875,80,1957.5,0,0,2,1,1241,12
461.7,7.960345,58,1959,0,0,2,1,1242,12
901.3,10.72976,84,1957.5,0,0,1,1,1312,13
597.6,6.790909,88,1957.5,0,0,2,0,1242,12
1313.6,14.59556,90,1918,0,0,1,1,914,9
883.3,10.51548,84,1965,0,1,1,1,1635,16
929.6,15.75593,59,1984,0,0,1,1,1634,16
702.6,13.2566,53,1937,0,0,2,1,1243,12
680.3,10.62969,64,1960,0,0,1,1,1402,14
726,12.51724,58,1963,0,0,1,1,1025,10
865.2,21.63,40,1957.5,0,0,1,1,1022,10
1284.4,16.25823,79,1972,1,0,1,1,2322,23
743.3,12.38833,60,1937,0,0,1,1,2524,25
267.5,7.430555,36,1938,0,0,1,0,2222,22
976.8,17.76,55,1971,0,0,2,1,1654,17
1139.6,19.64828,58,1993,0,0,2,1,1853,19
772.6,17.96744,43,1983,0,0,1,1,1641,16
1785.5,19.40761,92,1989,0,0,1,1,1313,13
809.2,14.19649,57,1972,1,0,1,1,1345,13
824.9,10.99867,75,1967,0,0,1,1,1342,13
988,19.76,50,1969,0,0,1,1,1406,14
697.5,9.964286,70,1965,0,0,1,1,1833,18
732,10.0274,73,1994.5,0,0,1,1,2528,25
969.4,15.8918,61,1961,0,0,3,1,925,9
1172.6,11.16762,105,1918,0,0,2,1,531,5
750.4,11.54462,65,1954,0,0,2,1,1372,14
1061.9,13.97237,76,1955,0,0,1,1,1371,14
1854.4,21.31494,87,1918,1,0,2,1,122,1
854.7,8.14,105,1957.5,0,0,2,0,210,2
1895.5,22.0407,86,1995,1,0,2,1,926,9
421.3,8.101923,52,1918,0,0,1,1,816,8
755.4,17.16818,44,1995,0,0,2,1,711,7
608.5,18.43939,33,1959,0,0,1,1,1822,18
342.5,17.125,20,1956,0,0,1,1,1812,18
954.9,19.098,50,1962,0,0,1,1,1712,17
840.3,11.204,75,1968,0,0,2,1,922,9
742.2,13.49455,55,1957.5,0,0,2,1,943,9
880.5,9.171875,96,1969,0,0,2,1,951,10
267.2,4.380328,61,1929,0,0,1,0,1402,14
1022.7,12.175,84,1918,0,0,1,0,543,5
874.4,18.60426,47,1984,0,0,1,1,714,7
912.4,14.95738,61,1991,0,0,1,1,713,7
2372.6,21.56909,110,1992,1,0,1,1,624,6
1127.8,10.63962,106,1970,1,0,1,1,713,7
503.9,16.79667,30,1971,0,0,1,1,713,7
476.7,8.363158,57,1924,0,0,1,0,713,7
822.5,16.78572,49,1950,0,0,1,1,612,6
642.9,18.90882,34,1972,0,0,2,1,1541,15
1268.6,15.8575,80,1966,0,0,1,1,1345,13
1257.4,20.95667,60,1991,0,0,2,1,1543,15
1550.3,19.87564,78,1995,0,0,2,1,1544,15
832.4,10.53671,79,1972,0,0,1,1,1345,13
1118,17.46875,64,1977,0,0,2,1,1931,19
1083.2,13.88718,78,1973,0,0,2,1,1952,20
404.5,12.64063,32,1964,0,0,1,1,1833,18
733.6,10.48,70,1968,0,0,1,1,1942,19
734.4,12.66207,58,1972,0,0,1,1,424,4
439.6,13.7375,32,1965,0,0,1,1,424,4
926.2,17.47547,53,1931,1,0,1,1,1236,12
552.2,8.241791,67,1939,0,0,2,1,1242,12
1642.3,15.79135,104,1984,0,0,2,1,1235,12
797.3,14.49636,55,1918,0,0,1,1,1281,13
742.6,11.7873,63,1956,0,0,2,1,425,4
941.1,26.88857,35,1973,0,0,1,1,1133,11
463.6,17.83077,26,1973,0,0,2,1,734,7
856.7,12.23857,70,1963,0,0,1,1,1133,11
623.5,10.75,58,1994.5,0,0,1,1,1213,12
570.5,9.201612,62,1960,0,0,1,1,1132,11
847.2,14.35932,59,1972,0,0,1,1,814,8
978.7,18.46604,53,1983,0,0,1,1,822,8
991.4,14.57941,68,1961,0,0,1,1,1133,11
966.3,13.60986,71,1967,0,0,1,1,1123,11
426.2,18.53044,23,1970,0,0,1,1,1123,11
1125.5,16.31159,69,1975,0,0,1,1,1131,11
435.5,9.265958,47,1924,0,0,2,1,2135,21
1032.4,17.8,58,1985,0,1,1,1,2131,21
1070.9,7.704317,139,1929,0,0,1,1,812,8
790.9,13.87544,57,1957.5,0,1,1,1,822,8
349,5.057971,69,1918,0,0,1,1,814,8
994.5,16.04032,62,1974,0,0,2,1,1545,15
666.6,19.60588,34,1993,0,0,1,1,1541,15
871.6,24.90286,35,1979,0,0,1,1,1401,14
456.8,16.91852,27,1956,0,0,1,1,1363,14
963.7,12.68026,76,1965,0,0,1,1,713,7
533.7,9.201724,58,1964,0,0,1,1,713,7
876.1,14.84915,59,1984,0,0,1,1,1013,10
899.9,11.68701,77,1918,0,0,2,1,532,5
1010.7,16.845,60,1918,0,0,2,0,543,5
414.8,8.641666,48,1918,0,0,2,1,531,5
289.1,5.1625,56,1929,0,0,1,0,551,6
729,8.284091,88,1918,0,0,2,0,413,4
900.9,18.018,50,1961,0,0,2,1,411,4
1034.3,10.55408,98,1972,0,0,2,1,426,4
793.2,11.66471,68,1957.5,0,0,2,0,412,4
656,12.61539,52,1971,0,0,1,1,734,7
693.9,9.912857,70,1962,0,0,1,1,1635,16
1011.3,14.24366,71,1962,0,0,1,1,1133,11
588.2,10.3193,57,1939,0,0,1,0,1015,10
906.9,10.92651,83,1929,0,0,2,1,350,4
726.7,18.1675,40,1952,1,0,2,1,413,4
1076.1,14.7411,73,1959,0,0,1,1,321,3
1183.2,10.4708,113,1918,0,0,2,0,162,2
2264.6,14.15375,160,1918,1,0,2,1,153,2
751,13.17544,57,1957.5,0,0,2,0,153,2
450.6,6.346479,71,1956,0,0,3,1,163,2
583.4,16.66857,35,1939,0,0,2,1,372,4
1366.9,17.98553,76,1989,0,0,1,1,1321,13
621.3,15.5325,40,1970,0,0,2,1,2022,20
826.9,16.21373,51,1973,0,0,2,1,2022,20
1115.6,11.86808,94,1973,0,0,1,1,2024,20
686.7,12.2625,56,1961,0,0,1,1,713,7
1352,10.99187,123,1929,0,0,2,1,913,9
569.7,4.7475,120,1918,0,0,2,0,210,2
889.9,10.72169,83,1954,0,0,1,1,1371,14
703.6,13.53077,52,1961,0,0,2,1,531,5
660.4,10.31875,64,1959,0,0,2,1,541,5
1089.7,19.45893,56,1990,1,0,3,1,1954,20
411.3,6.231818,66,1918,0,0,2,0,411,4
598.2,19.94,30,1971,0,0,2,1,411,4
913.1,18.63469,49,1964,0,0,1,1,1025,10
506.7,5.223711,97,1971,0,0,2,1,2515,25
110.5,2.7625,40,1918,0,0,2,0,210,2
876.8,12.3493,71,1962,0,0,1,1,711,7
1042.7,17.97758,58,1968,0,1,1,1,2515,25
873.6,12.84706,68,1959,0,0,1,1,623,6
473.9,10.53111,45,1918,0,0,2,1,914,9
717,11.03077,65,1966,0,0,2,1,711,7
700.7,15.925,44,1972,0,0,1,1,252,3
681.3,17.0325,40,1972,0,0,1,1,712,7
1019.1,10.61562,96,1991,0,0,2,1,1541,15
756.9,14.28113,53,1974,0,0,2,1,1541,15
525.5,8.906779,59,1942,0,0,1,1,1375,14
1400,17.94872,78,1929,0,0,2,1,541,5
744.8,21.28,35,1957.5,0,0,2,1,1531,15
1284,19.16418,67,1984,0,0,2,1,531,5
1127.3,17.0803,66,1979,0,0,2,1,231,2
1119.7,15.77042,71,1983,0,0,2,1,1408,14
717.3,8.747561,82,1941,0,0,1,1,734,7
558.3,16.42059,34,1974,0,0,1,1,1912,19
